Name,CID,PM,SMILES,L.Trp,L.Tyr,L.Pro,Anthranilate,L.Lys,L.Arg,Indole.3,GGPP,L.Ala,L.Asp,Secologanin,L.Phe,IPP,L.His,Cholesterol
"""4'-O-Desmethyl-3-O-acetylpapaveroxine""",C00051983,12,C12=C(C(=C3C(=C1)CCN(C3(C(C4=CC=C(C(=C4C=O)OC)OC)OC(=O)C)[H])C)O)OCO2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""3-O-Acetylpapaveroxine""",C00051848,12,C12=C(C(=C3C(=C1)CCN(C3(C(C4=C(C(=O)[H])C(=C(C=C4)OC)OC)OC(=O)C)[H])C)OC)OCO2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Narcotinehemiacetal""",C00051856,12,C=12C(=CC3=C(C1OC)OCO3)CCN(C2(C4(OC(C5=C4C=CC(=C5OC)OC)O[H])[H])[H])C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Noscapine""",C00001891,12,C1(N(C(C(C2=C1C(=C3C(=C2[H])OC(O3)([H])[H])OC([H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])([H])C4(OC(C5=C4C(=C(C(=C5OC([H])([H])[H])OC([H])([H])[H])[H])[H])=O)[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Coptisine""",C00024668,12,C1(=C2C(=C3C(=C1[H])C(=C4[N+](=C3[H])C(C(C5=C4C(=C6C(=C5[H])OC(O6)([H])[H])[H])([H])[H])([H])[H])[H])OC(O2)([H])[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Protopine""",C00001906,12,C12=C(C(=C3C(=C1[H])C(C(N(C(C4=C(C(C3=O)([H])[H])C(=C(C5=C4OC(O5)([H])[H])[H])[H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])OC(O2)([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Dihydrosanguinarine""",C00001847,12,C1(=C(C2=C(C3=C1C4=C(N(C3([H])[H])C([H])([H])[H])C5=C(C(=C4[H])[H])C(=C6C(=C5[H])OC(O6)([H])[H])[H])OC(O2)([H])[H])[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Sanguinarine""",C00001917,12,C1(=C(C2=C(C3=C1C4=C([N+](=C3[H])C([H])([H])[H])C5=C(C(=C4[H])[H])C(=C6C(=C5[H])OC(O6)([H])[H])[H])OC(O2)([H])[H])[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""6-Hydroxyprotopine""",C00051852,12,C12=C(C=C3C(=C1)CC(N(CC4=C(CC3=O)C=CC5=C4OCO5)C)O)OCO2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Corytuberine""",C00025655,12,C1(=C(C(=C2C(=C1O[H])C3=C4C(C2([H])[H])(N(C(C(C4=C(C(=C3O[H])OC([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])[H])[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Magnoflorine""",C00001885,12,C=1(C2=C3C(=C(C1OC([H])([H])[H])[H])C(C([N+](C3(C(C4=C2C(=C(C(=C4[H])[H])OC([H])([H])[H])O[H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-Tetrahydropalmatine""",C00026150,12,C12=C(C(N3C(C1([H])[H])(C4=C(C(C3([H])[H])([H])[H])C(=C(C(=C4[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])([H])[H])C(=C(C(=C2[H])[H])OC([H])([H])[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Berberine""",C00001819,12,C12=C(C(=C3C(=C1[H])C(C([N+]4=C3C(=C5C(=C4[H])C(=C(C(=C5[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])([H])[H])([H])[H])[H])OC(O2)([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-cis-N-Methylsinactine""",C00026139,12,C12=C(C([N+]3(C(C1([H])[H])(C4=C(C(C3([H])[H])([H])[H])C(=C(C(=C4[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])C([H])([H])[H])([H])[H])C5=C(C(=C2[H])[H])OC(O5)([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Cryptopine""",C00027332,12,C1(=C(C(=C2C(=C1[H])C(C(C3=C(C(N(C(C2([H])[H])([H])[H])C([H])([H])[H])([H])[H])C4=C(C(=C3[H])[H])OC(O4)([H])[H])([H])[H])=O)[H])OC([H])([H])[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-cis-N-Methylcanadine;(S)-N-Methylcanadine""",C00026135,12,C1(C2=C(C(C3([N+]1(C(C(C4=C3C(=C5C(=C4[H])OC(O5)([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])C(=C(C(=C2OC([H])([H])[H])OC([H])([H])[H])[H])[H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Allocryptopine""",C00001799,12,C12=C(C(=C3C(=C1[H])C(C(N(C(C4=C(C(C3=O)([H])[H])C(=C(C(=C4OC([H])([H])[H])OC([H])([H])[H])[H])[H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])OC(O2)([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""O-Demethylcryptopine""",C00051861,12,C1(=C(C=C2C(=C1)CCN(CC3=C(CC2=O)C=CC4=C3OCO4)C)O)OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""O-Demethylallocryptopine""",C00051860,12,C12=C(C=C3C(=C1)CCN(CC4=C(CC3=O)C=CC(=C4OC)O)C)OCO2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Glaudine""",C00025452,12,C1(=C(C(=C2C(=C1[H])C(C(N(C3(C2(OC(C4=C3C(=C(C5=C4OC(O5)([H])[H])[H])[H])(OC([H])([H])[H])[H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])OC([H])([H])[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""N-Methylporphyroxine""",C00051858,12,C12C=3C(CCN(C1C4=C(C(O2)OC)C5=C(C=C4)OCO5)C)=CC(=C(C3)O)OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Rhoeadine""",C00001911,12,C12=C(C(=C3C(=C1[H])C(C(N(C4(C3(OC(C5=C4C(=C(C6=C5OC(O6)([H])[H])[H])[H])([H])OC([H])([H])[H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])OC(O2)([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(+/-)-Pavine""",C00051842,12,C1(=C(C=C2C(=C1)C3(CC=4C(C(C2)N3[H])=CC(=C(C4)OC)OC)[H])OC)OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(+/-)-N-Methylpavine""",C00051841,12,C12=C(C3CC4=C(C(C1)N3C)C=C(C(=C4)OC)OC)C=C(C(=C2)OC)OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(+/-)-N,N-Dimethylpavine""",C00051840,12,C=1(C(=CC2=C(C1)CC3C4=C(CC2[N+]3(C)C)C=C(C(=C4)OC)OC)OC)OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-6-O-Methylnorlaudanosoline""",C00051849,12,C1(=C(C=C2C(=C1)CCN(C2CC3=CC(=C(C=C3)O[H])O[H])[H])O[H])OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Norisosalutaridine""",C00039866,12,C12=C(C34C(C(C1([H])[H])(N(C(C3([H])[H])([H])[H])[H])[H])=C(C(C(=C4[H])OC([H])([H])[H])=O)[H])C(=C(C(=C2[H])O[H])OC([H])([H])[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Noramurine""",C00028711,12,C1(C=2C(C34C(C1(N(C(C3([H])[H])([H])[H])[H])[H])=C(C(C(=C4[H])OC([H])([H])[H])=O)[H])=C(C5=C(C2[H])OC(O5)([H])[H])[H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Erythraline""",C00027355,12,C12=C(C(=C3C(=C1[H])C45N(C(C3([H])[H])([H])[H])C(C(=C4C(=C(C(C5([H])[H])(OC([H])([H])[H])[H])[H])[H])[H])([H])[H])[H])OC(O2)([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Tetrandrine""",C00001919,12,C12=C3C(=C(C(=C1[H])OC([H])([H])[H])OC([H])([H])[H])OC=4C(=C(C5=C(C4[H])C(N(C(C5([H])[H])([H])[H])C([H])([H])[H])(C(C6=C(C(=C(C(=C6[H])[H])OC=7C(=C(C(=C(C7[H])C(C3(N(C(C2([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])[H])OC([H])([H])[H])[H])[H])([H])[H])[H])[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Thebaine""",C00001924,12,C=12C3=C(C(=C(C1OC([H])([H])[H])[H])[H])C(C4(C=5C3(C(O2)(C(=C(C5[H])[H])OC([H])([H])[H])[H])C(C(N4C([H])([H])[H])([H])[H])([H])[H])[H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Oripavine""",C00028775,12,C=12C34C=5C(C(C1C(=C(C(=C2OC3(C(=C(C5[H])[H])OC([H])([H])[H])[H])O[H])[H])[H])([H])[H])(N(C(C4([H])[H])([H])[H])C([H])([H])[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Codeinone""",C00027603,12,C1(=C(C(=C2C3=C1C(C4(C5(C3(C(C(C(=C5[H])[H])=O)(O2)[H])C(C(N4C([H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])OC([H])([H])[H])[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Morphinone""",C00051855,12,C1(=C2C3=C(C=C1)CC4(C5(C3(C(C(C=C5)=O)(O2)[H])CCN4C)[H])[H])O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Codeine""",C00001837,12,C1(=C2C3=C(C(=C1[H])[H])C(C4(C5(C3(C(C(C(=C5[H])[H])(O[H])[H])(O2)[H])C(C(N4C([H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Morphine""",C00001889,12,C=12C3=C(C(=C(C1O[H])[H])[H])C(C4(C5(C3(C(C(C(=C5[H])[H])(O[H])[H])(O2)[H])C(C(N4C([H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""7-O-Acetylsalutaridinol""",C00051853,12,C12=C(C34C(C(C1)(N(CC3)C)[H])=CC(C(=C4)OC)OC(=O)C)C(=C(C=C2)OC)O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Neopinone""",C00051857,12,C1(=C2C3=C(C=C1)CC4(C=5C3(C(C(CC5)=O)(O2)[H])CCN4C)[H])OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Hydrocodone""",C00051854,12,C1(=C2C3=C(C=C1)CC4(C5C3(C(C(CC5)=O)(O2)[H])CCN4C)[H])OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-Tetrahydroberberine""",C00001827,12,C12=C(C(=C3C(=C1[H])C(C(N4C3(C(C5=C(C4([H])[H])C(=C(C(=C5[H])[H])OC([H])([H])[H])OC([H])([H])[H])([H])[H])[H])([H])[H])([H])[H])[H])OC(O2)([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(+)-Codamine;(S)-(+)-Codamine;L-(+)-Codamine;Codamine""",C00025654,12,C1(=C(C(=C2C(=C1[H])C(N(C(C2([H])[H])([H])[H])C([H])([H])[H])(C(C3=C(C(=C(C(=C3[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])([H])[H])[H])[H])OC([H])([H])[H])O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Laudanosine;L-(+)-Laudanosine;L-Laudanosine;O-Methylcodamine""",C00001876,12,C12=C(C(=C(C(=C1[H])OC([H])([H])[H])OC([H])([H])[H])[H])C(C(N(C2(C(C3=C(C(=C(C(=C3[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(+)-Laudanidine;(S)-Laudanine;L-(+)-Laudanidine""",C00025666,12,C1(=C(C(=C2C(=C1[H])C(N(C(C2([H])[H])([H])[H])C([H])([H])[H])(C(C3=C(C(=C(C(=C3[H])[H])OC([H])([H])[H])O[H])[H])([H])[H])[H])[H])OC([H])([H])[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""DOPAL;3,4-Dihydroxyphenylacetaldehyde""",C00052036,12,C1(=C(C=CC(=C1)CC=O)O)O,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(S)-Norlaudanosoline""",C00052017,12,C1=C(C(=CC2=C1C(NCC2)CC3=CC(=C(C=C3)O)O)O)O,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Nororientaline""",C00052018,12,C1(=C(C=C2C(=C1)CCNC2CC3=CC(=C(C=C3)O)OC)O)OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""7-O-Methylnororientaline""",C00051990,12,C1(=C(OC)C=C2C(=C1)C(NCC2)(CC3=CC(=C(C=C3)O)OC)[H])OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Norcodamine""",C00052016,12,C1(=C(C=C2C(=C1)CCNC2CC3=CC(=C(C=C3)OC)OC)O)OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""3'-Hydroxy-7-O-methylcoclaurine""",C00051977,12,C1(=CC=C(C=C1O)CC2C=3C(CCN2C)=CC(=C(C3)O)OC)O,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""7-O-Methylcoclaurine""",C00051989,12,C12=C(C(NCC1)CC3=CC=C(C=C3)O)C=C(C(=C2)OC)OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""7,4'-Di-O-methylcoclaurine""",C00051991,12,C1(=C(OC)C=C2C(=C1)C(NCC2)(CC3=CC=C(C=C3)OC)[H])OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""4'-O-Methylcoclaurine""",C00034979,12,C1(=C(C(=C2C(=C1[H])C(N(C(C2([H])[H])([H])[H])[H])(C(C3=C(C(=C(C(=C3[H])[H])OC([H])([H])[H])[H])[H])([H])[H])[H])[H])OC([H])([H])[H])O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""6-O-Methyllaudanosoline""",C00051988,12,C1=C(C(=CC(=C1)CC2N(CCC3=C2C=C(C(=C3)OC)O)C)O)O,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Papaverine""",C00001899,12,C1(=NC(=C(C2=C1C(=C(C(=C2[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])[H])C(C3=C(C(=C(C(=C3[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(13S,14R)-1-Hydroxy-13-O-acetyl-N-methylcanadine""",C00051844,12,C12=C(C(=C3C(=C1)CC[N+]4(C3(C(C5=C(C4)C(=C(C=C5)OC)OC)OC(=O)C)[H])C)O)OCO2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""4'-O-Desmethylpapaveroxine""",C00051984,12,C12=C(C(=C3C(=C1)CCN(C3(C(C4=CC=C(C(=C4C=O)OC)OC)O)[H])C)O)OCO2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Narcotoline hemiacetal""",C00052014,12,C12=C(OCO1)C=C3C(=C2O)C(N(CC3)C)(C4(C5=C(C(O4)O)C(=C(C=C5)OC)OC)[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Narcotoline""",C00001892,12,C1(N(C(C(C2=C1C(=C3C(=C2[H])OC(O3)([H])[H])O[H])([H])[H])([H])[H])C([H])([H])[H])([H])C4(OC(C5=C4C(=C(C(=C5OC([H])([H])[H])OC([H])([H])[H])[H])[H])=O)[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(13S,14R)-1,8-Dihydroxy-N-methylcanadine""",C00051966,12,C12=C(C(=C3C(=C1)CC[N+]4(C3(CC5=C(C4O)C(=C(C=C5)OC)OC)[H])C)O)OCO2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Macrantaldehyde""",C00052005,12,C12=C(OCO1)C=C3C(=C2OC)C(N(CC3)C)CC4=C(C=O)C(=C(C=C4)OC)OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Romnein""",C00052020,12,C12=C(C=C3C(=C1)CCN(C3CC4=CC=C(C(=C4)OC)OC)C)OCO2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(+)-Escholinine""",C00051961,12,C12=C(C=C3C(=C1)OCO3)CC[N+](C2([H])CC4=CC(=C(C=C4)OC)OC)(C)C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""N-Methyltetrahydrothalifendine""",C00052012,12,C12=C(OCO1)C=C3C(=C2)C4[N+](CC3)(CC5=C(C4)C=CC(=C5OC)O)C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""N-Methylcheilanthifoline""",C00052009,12,C1(=C(OC)C=C2C(=C1)C3([N+](CC2)(C)CC4=C(C3)C=CC5=C4OCO5)[H])O,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""N-Methyltetrahydrothalifendine-10-O-glucoside""",C00052013,12,C12=C(OCO1)C=C3C(=C2)C4[N+](CC3)(CC5=C(C4)C=CC(=C5OC)OC6OC(C(C(C6O)O)O)CO)C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(+)-Chelidonine;Chelidonin;Stylophorine;Chelidonine""",C00024623,12,C12=C(C(=C3C(=C1[H])C(C(C4(C3(N(C(C5=C4C(=C(C6=C5OC(O6)([H])[H])[H])[H])([H])[H])C([H])([H])[H])[H])[H])(O[H])[H])([H])[H])[H])OC(O2)([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Norchelidonine""",C00028716,12,C12=C(C(=C3C(=C1[H])C4(C(C(C3([H])[H])(O[H])[H])(C5=C(C(N4[H])([H])[H])C6=C(C(=C5[H])[H])OC(O6)([H])[H])[H])[H])[H])OC(O2)([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Nandinine""",C00052015,12,C12=C(C(=C(C=C1)OC)O)CN3C(C2)C=4C(CC3)=CC5=C(C4)OCO5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Jatrorrhizine;Neprotin;Neprotine;Yatrorizine""",C00001874,12,C1(=C(C(=C(C2=C1C=3[N+](C(C2([H])[H])([H])[H])=C(C4=C(C3[H])C(=C(C(=C4OC([H])([H])[H])OC([H])([H])[H])[H])[H])[H])[H])O[H])OC([H])([H])[H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""N-Demethylcolletine""",C00052007,12,C1(=CC=C(C=C1)OC)CC2C3=C(CCN2C)C=C(C(=C3)O)OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Magnocurarine;(-)-Magnocurarine;(R)-Magnocurarine""",C00025937,12,[N+]1(C(C2=C(C(=C(C(=C2[H])O[H])OC([H])([H])[H])[H])C(C1([H])[H])([H])[H])(C(C3=C(C(=C(C(=C3[H])[H])O[H])[H])[H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Colletine""",C00051996,12,C12=C(C=C(C(=C1)O)OC)CC[N+](C2([H])CC3=CC=C(C=C3)OC)(C)C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Bisnorargemonine""",C00051994,12,C1(=C(C=C2C(=C1)C3(CC=4C(=CC(=C(C4)OC)O)C(C2)(N3C)[H])[H])O)OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""(-)-Isonorargemonine;Isonorargemonine""",C00025400,12,C1(=C(C(=C2C(=C1[H])C(C3(C4=C(C(C2(N3C([H])([H])[H])[H])([H])[H])C(=C(C(=C4[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])([H])[H])[H])OC([H])([H])[H])O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Eschscholtzidine;O-Methylcaryachine""",C00001855,12,C12=C(C(=C3C(=C1[H])OC(O3)([H])[H])[H])C(C4(C5=C(C(C2(N4C([H])([H])[H])[H])([H])[H])C(=C(C(=C5[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])([H])[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""N-Methyleschscholtzidine""",C00052011,12,C12=C(C3CC4=C(C(C1)[N+]3(C)C)C=C5C(=C4)OCO5)C=C(C(=C2)OC)OC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""N-Deacetylipecoside""",C00051872,13,C1(=C(C=C2C(=C1)CCNC2(CC3(C(C(OC)=O)=COC(C3([H])C=C)OC4OC(C(C(C4O)O)O)CO)[H])[H])O)O,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""Demethylalangiside""",C00028162,13,C1(OC(=C2C(C1(C(=C([H])[H])[H])[H])(C(C3(N(C2=O)C(C(C4=C3C(=C(C(=C4[H])O[H])O[H])[H])([H])[H])([H])[H])[H])([H])[H])[H])[H])(OC5(C(C(C(C(O5)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""N-Deacetylisoipecoside""",C00051873,13,C1(=C(C=C2C(=C1)CCNC2(CC3(C(C(OC)=O)=COC(C3([H])C=C)OC4OC(C(C(C4O)O)O)CO)[H])[H])O)O,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""Demethylisoalangiside""",C00027342,13,C1(=C2C(=C(C(=C1O[H])O[H])[H])C(C(N3C2(C(C4(C(C3=O)=C(OC(C4(C(=C([H])[H])[H])[H])(OC5(C(C(C(C(O5)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])[H])[H])([H])[H])[H])([H])[H])([H])[H])[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""Isolalangiside""",C00027550,13,C1(OC(=C2C(C1(C(=C([H])[H])[H])[H])(C(C3(N(C2=O)C(C(C4=C3C(=C(C(=C4[H])OC([H])([H])[H])O[H])[H])([H])[H])([H])[H])[H])([H])[H])[H])[H])(OC5(C(C(C(C(O5)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""Tubulosine""",C00001778,13,C1(=C(C(=C2C(=C1[H])C(C(N3C2(C(C(C(C3([H])[H])([H])C(C([H])([H])[H])([H])[H])(C(C4(N(C(C(C5=C4N(C6=C5C(=C(C(=C6[H])[H])O[H])[H])[H])([H])[H])([H])[H])[H])[H])([H])[H])[H])([H])[H])[H])([H])[H])([H])[H])[H])OC([H])([H])[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""Ankorine""",C00001805,13,C1(=C(C2=C(C(=C1OC([H])([H])[H])O[H])C(C(N3C2([H])C(C(C(C3([H])[H])([H])C(C([H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""Deoxytubulosine""",C00026848,13,C1(=C(C(=C2C(=C1[H])N(C3=C2C(C(N(C3([H])C(C4(C(C(N5C(C4([H])[H])(C6=C(C(C5([H])[H])([H])[H])C(=C(C(=C6[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])[H])([H])[H])[H])([H])[H])([H])[H])[H])[H])[H])[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""Alangimarckine""",C00001796,13,C1(=C(C(=C2C(=C1O[H])C(C(N3C2(C(C(C(C3([H])[H])([H])C(C([H])([H])[H])([H])[H])(C(C4([H])C5=C(C6=C(N5[H])C(=C(C(=C6[H])[H])[H])[H])C(C(N4[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])[H])([H])[H])([H])[H])[H])OC([H])([H])[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""6-O-Methyl-N-deacetylisoipecoside""",C00051868,13,C1(=COC(C(C1CC2[N+](CCC=3C2=CC(=C(C3)OC)O[H])([H])[H])C=C)OC4OC(C(C(C4O[H])O[H])O[H])CO[H])C(=O)OC,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""Protoemetine""",C00027472,13,C1(=C(C(=C2C(=C1[H])C3(N(C(C2([H])[H])([H])[H])C(C(C(C3([H])[H])(C(C([H])=O)([H])[H])[H])(C(C([H])([H])[H])([H])[H])[H])([H])[H])[H])[H])OC([H])([H])[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""Dopamine""",C00001408,13,C1(=C(C(=C(C(=C1O[H])[H])C(C(N([H])[H])([H])[H])([H])[H])[H])[H])O[H],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"""7'-O-Demethylcephaeline""",C00038322,13,C1(=C(C(=C2C(=C1[H])C3(N(C(C2([H])[H])([H])[H])C(C(C(C3([H])[H])(C(C4(N(C(C(C5=C4C(=C(C(=C5[H])O[H])O[H])[H])([H])[H])([H])[H])[H])[H])([H])[H])[H])(C(C([H])([H])[H])([H])[H])[H])([H])[H])[H])[H])OC([H])([H])[H])OC([H])([H])[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""Cephaeline""",C00001835,13,C12(N(C(C(C3=C1C(=C(C(=C3[H])OC([H])([H])[H])OC([H])([H])[H])[H])([H])[H])([H])[H])C(C(C(C2([H])[H])(C(C4(N(C(C(C5=C4C(=C(C(=C5[H])O[H])OC([H])([H])[H])[H])([H])[H])([H])[H])[H])[H])([H])[H])[H])([H])C(C([H])([H])[H])([H])[H])([H])[H])[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""Emetine""",C00001849,13,C1(=C(C(=C(C2=C1C3(N(C(C2([H])[H])([H])[H])C(C(C(C3([H])[H])(C(C4(N(C(C(C5=C4C(=C(C(=C5[H])OC([H])([H])[H])OC([H])([H])[H])[H])([H])[H])([H])[H])[H])[H])([H])[H])[H])([H])C(C([H])([H])[H])([H])[H])([H])[H])[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"""6-O-Methyl-N-deacetylipecoside""",C00051867,13,C1(=C(C=C2C(=C1)CCNC2CC3C(=CCC(C3C=C)OC4C(C(C(C(O4)CO)O)O)O)C(OC)=O)O)OC,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
